id	chr	SuccessfullyMapped	MappedSeqInfo.GenBankID	MappedSeqInfo.RefSeqID	MappedSeqInfo.SequenceType	ChrStart	ChrEnd	MappedVersionNumbers	MappedVersionAccessions	Accession1Method	Accession2Method	AssemblyName	GenBankAssemblyAcc	RefSeqAssemblyAcc	AssemblyStatus
ZG-6171	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	26551973	26687069	13,13	BX901914,BX901914	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6176	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	27538628	27589291	27,27	CR352250,CR352250	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6176	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	26826307	26875828	27,27	CR352250,CR352250	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6196	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	27711377	27898768	7,7	BX000521,BX000521	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6196	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	27097956	27185676	7,7	BX000521,BX000521	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6197	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	28082629	28158266	15,15	AL974312,AL974312	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6197	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	27383801	27457989	15,15	AL974312,AL974312	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6198	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	29300777	29427510	30,30	CR382372,CR382372	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6198	4	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6199	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	53705463	53811391	13,13	CU278559,CU278559	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6199	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	44003269	44109348	13,13	CU278559,CU278559	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6200	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	74665725	74704378	4,4	FP016060,FP016060	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6200	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	61780878	61795387	4,4	FP016060,FP016060	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6204	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	76543509	76581478	14,14	CU694238,CU694238	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6204	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	62034619	62050351	14,14	CU694238,CU694238	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6214	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	47071218	47250331	19,19	BX470115,BX470115	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6214	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	51961623	52096098	19,19	BX470115,BX470115	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6217	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	53997525	54093849	20,20	BX510947,BX510947	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6217	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	56892143	57017417	20,20	BX510947,BX510947	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6222	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	61674626	61790740	12,12	BX901980,BX901980	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6222	4	MAPPED	CU651625.3	NC_007133.5	CHROMOSOME	28712194	28875302	12,12	BX901980,BX901980	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6224	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	30334315	30508358	9,9	CR394552,CR394552	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6224	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	38505444	38699480	9,9	CR394552,CR394552	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6648	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	70490254	70713414	17,6	CU861460,CU651668	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6648	4	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	62700396	62762484	17,6	CU861460,CU651668	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6652	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	19461	247455	7,3	FP074866,CU694368	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6652	4	MAPPED	CU651622.3	NC_007130.5	CHROMOSOME	46828683	47057060	7,3	FP074866,CU694368	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6680	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	8368993	8714144	9,7	CT025936,CT025691	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6680	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	7443598	7789696	9,7	CT025936,CT025691	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6682	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	8104428	8435677	16,7	CU695020,CT025691	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6682	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	7374502	7789696	16,7	CU695020,CT025691	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6683	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	8615336	9111727	9,17	CT025936,CT573393	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6683	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	7443598	8183377	9,17	CT025936,CT573393	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-7066	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	19461	58717	3,3	CU694368,CU694368	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-7066	4	MAPPED	CU651622.3	NC_007130.5	CHROMOSOME	46828683	46867939	3,3	CU694368,CU694368	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2719	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	63698402	63872549	10,3	FP016250,FP074859	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2719	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	67956903	68131049	10,3	FP016250,FP074859	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2750	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	7521818	7730511	10,6	CU469496,CU928047	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2750	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	8089235	8341997	10,6	CU469496,CU928047	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2751	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	7230968	7521817	6,4	FP016143,FP067398	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2751	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	8342098	8657712	6,4	FP016143,FP067398	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2753	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	8252914	8548647	4,8	FP102096,AL928901	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2753	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	9128327	9446775	4,8	FP102096,AL928901	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2761	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	10470511	10717471	8,12	FP243386,CR936238	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2761	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	11986508	12244637	8,12	FP243386,CR936238	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2763	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	39255333	39431933	5,12	CT009619,BX927346	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2763	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	41463441	41657216	5,12	CT009619,BX927346	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2850	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	1032915	1267262	4,13	FP102032,CU915288	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2850	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	1420417	1640912	4,13	FP102032,CU915288	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2852	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	1454016	1510751	4,5	CU914352,FP245472	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2852	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	1827666	1884677	4,5	CU914352,FP245472	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2853	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	1522682	1616435	20,20	FP245464,FP245464	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2853	5	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2858	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	1841197	2043523	17,4	CR931815,CU694217	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2859	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	2074131	2138796	5,4	CU657978,FP017153	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2859	5	MAPPED	FR651882.1	NW_003041246.2	UNLOC_SCAFFOLD	4175	67889	5,4	CU657978,FP017153	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2860	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	2111346	2621299	4,13	FP017153,CU929320	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2861	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	2515931	3173259	13,5	CU929320,CU693475	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2861	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	2769573	3519596	13,5	CU929320,CU693475	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2862	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	3256775	3571572	7,5	CU672277,CU652837	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2862	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	3603112	3912294	7,5	CU672277,CU652837	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2863	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	3609240	3697864	9,6	CU655870,CU856366	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2863	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	3949962	4038195	9,6	CU655870,CU856366	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2864	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	4366283	4406362	4,12	CU929039,CU651569	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2865	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	4373895	4766342	12,19	CU651569,CU915770	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2866	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	4293075	4616494	19,11	CU915770,BX511196	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2866	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	4610501	5012202	19,11	CU915770,BX511196	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2867	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	4472841	4773537	11,20	BX511196,CU856517	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2867	5	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2868	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	4845704	5432475	7,11	CU929057,FP016249	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2868	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	5299745	5888625	7,11	CU929057,FP016249	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2869	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	5777436	6243169	10,8	FP016258,CU856358	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2869	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	6163693	6783525	10,8	FP016258,CU856358	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2870	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	6119814	6342594	8,25	CU856358,CT955987	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2870	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	6660170	7155085	8,25	CU856358,CT955987	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3037	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	6243170	8098600	25,3	CT955987,CU984588	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3037	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	6972174	7731986	25,3	CT955987,CU984588	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3038	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	17586761	17626664	6,16	FP015959,CU469385	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3038	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	19602144	19911206	6,16	FP015959,CU469385	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3199	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	18587312	18756409	10,7	CU929554,FP017277	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3199	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	20874455	21043537	10,7	CU929554,FP017277	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3267	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	59806798	59868036	5,5	CU929235,FP067411	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3267	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	62030504	62232846	5,5	CU929235,FP067411	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3282	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	6881561	7022046	10,18	CU856184,CU856253	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3282	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	8806199	8943633	10,18	CU856184,CU856253	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3290	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	6881561	8252462	18,16	CU856253,BX897662	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3290	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	8843063	9128326	18,16	CU856253,BX897662	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3291	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	8737629	8951323	7,6	CU929094,FP236810	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3291	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	9787705	9919210	7,6	CU929094,FP236810	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3296	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	9236324	9470412	13,29	FP016145,CR847974	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3329	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	10663373	11316051	7,11	FP102464,AL935185	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3329	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	12244638	12904648	7,11	FP102464,AL935185	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3330	5	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3331	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	15762847	17136607	6,8	FP003593,CU651631	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3332	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	14974575	15217662	13,5	CU694999,CR384085	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3332	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	17245921	17491702	13,5	CU694999,CR384085	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3333	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	15467916	15743644	6,10	CU856546,CT737139	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3333	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	17743956	18025120	6,10	CU856546,CT737139	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3334	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	15584309	15919937	10,4	CT737139,FP015871	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3334	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	17865785	18201604	10,4	CT737139,FP015871	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3335	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	16143129	16338901	6,5	CU929238,CR759967	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3335	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	18424796	18621308	6,5	CU929238,CR759967	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3336	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	16605209	16819907	5,5	CU929333,BX511033	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3336	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	18887616	19102415	5,5	CU929333,BX511033	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3337	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	17861716	18080839	4,7	FP015969,CR384103	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3337	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	20146258	20368380	4,7	FP015969,CR384103	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3338	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	18521185	18711665	3,10	FP017281,CU929554	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3338	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	20808726	20998808	3,10	FP017281,CU929554	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3357	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	22422304	22695347	5,14	CR762398,BX640539	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3357	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	24711433	24868082	5,14	CR762398,BX640539	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3358	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	24590565	24798891	6,8	BX842685,CU929335	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3358	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	26763300	27043593	6,8	BX842685,CU929335	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3359	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	27837871	28041691	7,7	CT025870,FP015972	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3359	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	30082573	30279902	7,7	CT025870,FP015972	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3361	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	28337294	28522796	5,7	FP245503,BX470066	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3361	5	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3733	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	30475906	30756331	4,4	CR812798,BX950856	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3733	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	32715076	32994099	4,4	CR812798,BX950856	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3734	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	31652867	31900442	12,2	BX510649,FP102160	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3734	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	33890635	34118493	12,2	BX510649,FP102160	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3735	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	35596058	35872227	3,2	FP016007,AL954373	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3736	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	44950360	45102704	9,6	CU915819,FP245545	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3736	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	47175355	47319190	9,6	CU915819,FP245545	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3737	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	45070680	45156234	6,6	FP245545,FP074860	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3737	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	47278113	47367494	6,6	FP245545,FP074860	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3738	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	46326404	47144218	5,15	FP017307,BX927192	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3738	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	48537664	48812358	5,15	FP017307,BX927192	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3739	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	46493857	47213590	9,10	BX927262,CR936973	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3739	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	49259789	49647892	9,10	BX927262,CR936973	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3740	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	49354613	49643151	7,18	CU929038,CT025743	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3740	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	51818746	51975788	7,18	CU929038,CT025743	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3741	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	49492239	49785475	18,10	CT025743,CU929096	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3741	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	51824876	52118279	18,10	CT025743,CU929096	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3931	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	52388205	54889556	39,5	CR388101,CU856361	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3969	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	28342206	28457762	5,5	CU929058,CU929058	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3969	5	MAPPED	FR651926.1	NW_003336266.1	UNLOC_SCAFFOLD	1	117557	5,5	CU929058,CU929058	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3970	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	2380903	2472769	7,7	FQ323163,FQ323163	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3970	5	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4023	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	52634879	52820367	10,10	CR388003,CR388003	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4023	5	MAPPED	FR651924.1	NW_003041575.2	UNLOC_SCAFFOLD	1	185489	10,10	CR388003,CR388003	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4024	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	46744811	46882148	3,3	CT737171,CT737171	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4024	5	MAPPED	FR651873.1	NW_001884399.3	UNLOC_SCAFFOLD	1	162031	3,3	CT737171,CT737171	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4032	5	MAPPED	CU651622.3	NC_007130.5	CHROMOSOME	13714033	13957542	11,1	CR847821,CABZ01052536	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4033	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	52388205	52634778	39,39	CR388101,CR388101	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4033	5	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4103	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	65729793	65910941	6,12	FP236455,CU929288	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4103	5	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4127	5	MAPPED	CM002889.1	NC_007116.6	CHROMOSOME	51529927	51694771	8,11	CT033810,FP016029	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4127	5	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	54991106	56158429	8,11	CT033810,FP016029	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
